Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),5th Speed Percentile,15th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),1465,34,3,39.847,0.841,39.73,0.19,22.000,27.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),1185,33,3,39.847,0.840,32.15,0.15,21.000,27.000,40.000,43.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),758,33,3,39.847,0.823,20.55,0.11,21.000,26.000,39.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,3: Wednesday (W-W),0: All Day (12am-12am),4597,33,3,39.847,0.833,124.69,0.63,20.000,26.000,40.000,43.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,3: Wednesday (W-W),1: Early AM (12am-6am),91,35,3,39.847,0.886,2.47,0.01,25.000,29.000,42.000,45.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,3: Wednesday (W-W),2: Peak AM (6am-10am),831,33,3,39.847,0.825,22.53,0.12,22.000,27.000,39.000,42.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,3: Wednesday (W-W),3: Mid-Day (10am-3pm),1532,33,3,39.847,0.837,41.56,0.20,20.000,26.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,3: Wednesday (W-W),4: Peak PM (3pm-7pm),1326,33,3,39.847,0.830,35.96,0.19,20.000,26.000,39.000,43.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,3: Wednesday (W-W),5: Late PM (7pm-12am),817,33,3,39.847,0.836,22.16,0.11,20.000,26.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,4: Thursday (Th-Th),0: All Day (12am-12am),4602,33,3,39.847,0.836,124.83,0.61,21.000,27.000,40.000,43.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,4: Thursday (Th-Th),1: Early AM (12am-6am),94,36,3,39.847,0.908,2.55,0.01,22.000,29.000,42.000,45.000
