Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),5th Speed Percentile,15th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),304,19,58,23.933,0.779,91.74,1.09,5.000,11.000,26.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),348,19,57,23.933,0.799,105.07,1.11,5.000,12.000,27.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,4: Thursday (Th-Th),5: Late PM (7pm-12am),163,19,58,23.933,0.789,49.19,0.55,6.000,12.000,25.000,28.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,5: Friday (F-F),0: All Day (12am-12am),1062,19,58,23.933,0.781,320.58,3.75,4.000,11.000,26.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,5: Friday (F-F),1: Early AM (12am-6am),55,21,52,23.933,0.866,16.50,0.11,12.000,18.000,26.000,29.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,5: Friday (F-F),2: Peak AM (6am-10am),142,19,58,23.933,0.778,42.79,0.51,4.000,10.000,26.000,29.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,5: Friday (F-F),3: Mid-Day (10am-3pm),284,18,59,23.933,0.770,85.87,1.07,4.000,10.000,27.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,5: Friday (F-F),4: Peak PM (3pm-7pm),325,19,58,23.933,0.786,97.97,1.11,6.000,11.000,27.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,5: Friday (F-F),5: Late PM (7pm-12am),257,18,59,23.933,0.772,77.44,0.96,5.000,11.000,25.000,29.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,6: Saturday (Sa-Sa),0: All Day (12am-12am),761,19,56,23.933,0.809,229.64,2.26,5.000,11.000,27.000,31.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,6: Saturday (Sa-Sa),1: Early AM (12am-6am),69,22,49,23.933,0.920,20.76,0.08,12.000,17.000,29.000,33.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),88,19,57,23.933,0.794,26.59,0.29,5.000,11.000,27.000,31.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),218,19,57,23.933,0.799,65.88,0.69,5.000,12.000,26.000,31.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),229,19,56,23.933,0.807,69.19,0.69,4.000,11.000,27.000,30.000
