Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),5th Speed Percentile,15th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,7: Sunday (Su-Su),2: Peak AM (6am-10am),90,20,6,23.768,0.835,3.06,0.03,12.000,15.000,41.000,52.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),395,17,7,23.768,0.726,13.39,0.21,5.000,11.000,22.000,25.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),361,16,7,23.768,0.690,12.23,0.23,4.000,10.000,21.000,25.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,7: Sunday (Su-Su),5: Late PM (7pm-12am),214,18,7,23.768,0.759,7.24,0.10,10.000,13.000,22.000,26.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,0: All Days (M-Su),0: All Day (12am-12am),469,21,6,48.156,0.444,15.90,0.41,5.000,7.000,38.000,48.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,0: All Days (M-Su),1: Early AM (12am-6am),31,21,6,48.156,0.439,1.04,0.03,9.000,9.000,28.000,28.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,0: All Days (M-Su),2: Peak AM (6am-10am),93,20,6,48.156,0.424,3.14,0.09,5.000,7.000,34.000,41.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,0: All Days (M-Su),3: Mid-Day (10am-3pm),131,24,5,48.156,0.495,4.44,0.09,5.000,8.000,40.000,50.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,0: All Days (M-Su),4: Peak PM (3pm-7pm),119,21,6,48.156,0.428,4.03,0.11,4.000,7.000,36.000,46.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-02,0: All Days (M-Su),5: Late PM (7pm-12am),96,20,6,48.156,0.411,3.25,0.10,5.000,6.000,35.000,42.000
