Data Periods,Mode of Travel,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Spot Traffic (StL Volume),Avg Spot Speed (mph),Free Flow Speed (mph),Free Flow Factor,15th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),996,14,18.739,0.744,9.000,18.000,21.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),623,14,18.739,0.767,10.000,19.000,21.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,7: Sunday (Su-Su),5: Late PM (7pm-12am),265,16,18.739,0.841,9.000,21.000,25.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-08,0: All Days (M-Su),0: All Day (12am-12am),2045,15,20.755,0.717,10.000,20.000,23.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-08,0: All Days (M-Su),1: Early AM (12am-6am),62,14,20.755,0.689,6.000,21.000,24.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-08,0: All Days (M-Su),2: Peak AM (6am-10am),145,18,20.755,0.848,13.000,22.000,25.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-08,0: All Days (M-Su),3: Mid-Day (10am-3pm),776,15,20.755,0.703,10.000,19.000,22.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-08,0: All Days (M-Su),4: Peak PM (3pm-7pm),700,15,20.755,0.709,10.000,19.000,22.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-08,0: All Days (M-Su),5: Late PM (7pm-12am),362,15,20.755,0.714,8.000,20.000,23.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-08,1: Monday (M-M),0: All Day (12am-12am),1809,16,20.755,0.748,10.000,20.000,23.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-08,1: Monday (M-M),1: Early AM (12am-6am),48,16,20.755,0.775,10.000,22.000,24.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-08,1: Monday (M-M),2: Peak AM (6am-10am),180,18,20.755,0.862,13.000,21.000,24.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-08,1: Monday (M-M),3: Mid-Day (10am-3pm),648,15,20.755,0.735,10.000,20.000,23.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-08,1: Monday (M-M),4: Peak PM (3pm-7pm),624,15,20.755,0.737,10.000,20.000,23.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-08,1: Monday (M-M),5: Late PM (7pm-12am),309,15,20.755,0.726,7.000,20.000,24.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-08,2: Tuesday (Tu-Tu),0: All Day (12am-12am),1722,16,20.755,0.752,11.000,20.000,23.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-08,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),50,16,20.755,0.769,8.000,21.000,25.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-08,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),176,18,20.755,0.846,13.000,22.000,24.000
