Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),5th Speed Percentile,15th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),72,18,41,20.888,0.846,14.39,0.13,7.000,12.000,23.000,26.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,7: Sunday (Su-Su),5: Late PM (7pm-12am),64,18,40,20.888,0.861,12.95,0.10,9.000,12.000,24.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,0: All Days (M-Su),0: All Day (12am-12am),667,17,64,20.504,0.825,201.44,2.08,4.000,10.000,24.000,28.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,0: All Days (M-Su),1: Early AM (12am-6am),43,18,60,20.504,0.887,12.92,0.08,5.000,11.000,26.000,29.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,0: All Days (M-Su),2: Peak AM (6am-10am),104,17,64,20.504,0.826,31.26,0.32,3.000,10.000,25.000,28.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,0: All Days (M-Su),3: Mid-Day (10am-3pm),193,17,64,20.504,0.825,58.23,0.60,4.000,10.000,24.000,28.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,0: All Days (M-Su),4: Peak PM (3pm-7pm),186,17,65,20.504,0.819,56.23,0.61,4.000,10.000,24.000,28.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,0: All Days (M-Su),5: Late PM (7pm-12am),142,17,65,20.504,0.816,42.81,0.47,4.000,10.000,24.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,1: Monday (M-M),0: All Day (12am-12am),604,17,64,20.504,0.828,182.35,1.85,4.000,10.000,25.000,28.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,1: Monday (M-M),1: Early AM (12am-6am),40,18,61,20.504,0.871,12.22,0.09,10.000,12.000,26.000,29.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,1: Monday (M-M),2: Peak AM (6am-10am),110,17,63,20.504,0.841,33.31,0.31,4.000,11.000,25.000,28.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,1: Monday (M-M),3: Mid-Day (10am-3pm),153,17,63,20.504,0.838,46.22,0.44,5.000,10.000,25.000,28.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,1: Monday (M-M),4: Peak PM (3pm-7pm),169,17,65,20.504,0.812,50.95,0.57,4.000,9.000,24.000,28.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,1: Monday (M-M),5: Late PM (7pm-12am),131,17,65,20.504,0.812,39.65,0.45,5.000,11.000,24.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,2: Tuesday (Tu-Tu),0: All Day (12am-12am),659,17,65,20.504,0.814,198.81,2.22,4.000,10.000,24.000,28.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),38,18,62,20.504,0.861,11.57,0.09,3.000,10.000,26.000,31.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),117,16,66,20.504,0.801,35.42,0.43,3.000,8.000,24.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),206,17,64,20.504,0.825,62.07,0.64,3.000,10.000,24.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),184,17,65,20.504,0.812,55.47,0.63,5.000,10.000,23.000,26.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),114,16,67,20.504,0.795,34.29,0.43,5.000,9.000,24.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,3: Wednesday (W-W),0: All Day (12am-12am),728,17,64,20.504,0.833,219.67,2.15,4.000,11.000,24.000,28.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,3: Wednesday (W-W),1: Early AM (12am-6am),34,18,59,20.504,0.897,10.25,0.06,12.000,15.000,26.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,3: Wednesday (W-W),2: Peak AM (6am-10am),124,17,64,20.504,0.826,37.39,0.38,3.000,10.000,24.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2023-06,3: Wednesday (W-W),3: Mid-Day (10am-3pm),219,18,62,20.504,0.856,66.14,0.54,4.000,11.000,25.000,28.000
